icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,departure_dt,datetime,temperature_2m,precipitation,windspeed_10m,winddirection_10m,weathercode,visibility,cloudcover,flight_duration_s,delayed
400834,1687268850,EGLL,1687274654,LOWW,BAW702E ,761,157,1878.0,22.0,3,2,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,5804,0
4ca295,1687268781,EGLL,1687271810,EIDW,EIN165  ,1069,134,1797.0,48.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3029,0
a8d76b,1687268664,EGLL,1687293434,KEWR,UAL147  ,1121,119,450.0,74.0,3,5,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,24770,0
40093f,1687268593,EGLL,1687273882,EKCH,BAW8TD  ,855,127,1211.0,2.0,3,0,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,5289,0
40097d,1687268542,EGLL,1687272468,EDDF,BAW908N ,969,104,1322.0,33.0,3,5,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3926,0
aab202,1687268431,EGLL,1687300356,KSEA,AAL155  ,1256,104,383.0,86.0,3,12,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,31925,0
c01074,1687268363,EGLL,1687290333,CYUL,ACA865  ,1111,81,2243.0,28.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,21970,0
a27c78,1687268316,EGLL,1687300054,1XS1,UAL4    ,2392,210,11083.0,957.0,3,15,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,31738,0
40688d,1687268180,EGLL,1687290894,OMDB,BAW107  ,1277,104,14515.0,659.0,3,2,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,22714,0
c06022,1687267915,EGLL,1687297461,CYYC,WJA19   ,954,73,2119.0,32.0,3,5,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,29546,0
4ca76f,1687267861,EGLL,1687271327,EICK,EIN715  ,1012,157,210.0,29.0,3,0,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3466,0
407463,1687267789,EGLL,1687270820,EGPH,SHT8Y   ,1017,96,309.0,27.0,3,1,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3031,0
400afd,1687267743,EGLL,1687276343,LPPT,BAW58TL ,1495,111,2359.0,15.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,8600,0
407930,1687267634,EGLL,1687273829,LEBL,BAW406L ,639,89,3088.0,72.0,3,1,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,6195,0
4008f2,1687267573,EGLL,1687271115,EDDL,BAW940  ,1122,149,293.0,16.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3542,0
406d77,1687267451,EGLL,1687292027,CYYZ,BAW9L   ,978,81,952.0,74.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,24576,0
405a47,1687267391,EGLL,1687270240,LFPG,BAW314S ,804,149,2308.0,78.0,3,8,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,2849,0
ab772d,1687267297,EGLL,1687297762,KATL,DAL33   ,1069,89,2937.0,106.0,3,23,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,30465,0
4cad7a,1687267170,EGLL,1687270368,EIDW,EIN16C  ,650,127,1750.0,40.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3198,0
407b8f,1687267110,EGLL,1687270073,EGAC,SHT4B   ,734,188,2521.0,155.0,3,2,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,2963,0
4076cc,1687267039,EGLL,1687278245,,BAW32T  ,760,165,,,3,0,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,11206,0
406a34,1687266930,EGLL,1687292124,KPHL,BAW67V  ,1386,188,5154.0,49.0,3,12,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,25194,0
406b21,1687266817,EGLL,1687297051,KDFW,BAW19F  ,1158,111,5621.0,234.0,3,22,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,30234,0
440c70,1687266754,EGLL,1687289187,KFRG,LDX750  ,1213,241,1875.0,24.0,3,1,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,22433,0
407d75,1687266622,EGLL,1687273493,LEMD,BAW460M ,808,119,9574.0,206.0,3,2,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,6871,0
401240,1687266453,EGLL,1687270115,EIDW,BAW84DM ,894,111,1967.0,78.0,3,4,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,3662,0
4b1815,1687266369,EGLL,1687271366,LSZH,SWR4UB  ,642,119,1330.0,4.0,3,7,2023-06-20 13:00:00,2023-06-20 13:00:00,21.1,0.1,18.0,217.0,51.0,,100.0,4997,0
407699,1687265946,EGLL,1687289515,KJFK,VIR45W  ,1512,241,2340.0,11.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,23569,0
4076e3,1687265793,EGLL,1687271275,EKCH,BAW816  ,993,157,1301.0,10.0,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,5482,0
406674,1687265714,EGLL,1687273793,LEIB,BAW2KP  ,927,157,7408.0,327.0,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,8079,1
80073c,1687265600,EGLL,1687292919,VIDP,AIC112  ,1172,104,6909.0,281.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,27319,0
407534,1687265524,EGLL,1687270226,EDDM,BAW952M ,670,149,1832.0,11.0,3,4,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,4702,0
4006c4,1687265350,EGLL,1687289596,KJFK,BAW04A  ,1081,157,2504.0,11.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,24246,0
4074e2,1687265175,EGLL,1687300430,VOMM,BAW35   ,999,96,3101.0,151.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,35255,0
406b62,1687265100,EGLL,1687268923,EDDV,BAW976K ,811,172,1225.0,43.0,3,2,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,3823,0
a99d89,1687264989,EGLL,1687295872,KDFW,AAL79   ,1335,127,6196.0,241.0,3,22,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,30883,0
4078b8,1687264928,EGLL,1687273524,,BAW81   ,1481,218,,,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,8596,0
40749b,1687264863,EGLL,1687279529,,BAW169  ,2187,188,,,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,14666,0
4009c6,1687264687,EGLL,1687268420,EGPE,SHT16R  ,1184,149,7448.0,409.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,3733,0
885282,1687264554,EGLL,1687304199,VTBS,THA911  ,1293,119,9234.0,425.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,39645,0
40792f,1687264496,EGLL,1687267240,EHAM,BAW438W ,791,127,5865.0,33.0,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,2744,0
406ecc,1687264385,EGLL,1687301990,KLAX,VIR141  ,1651,127,2424.0,68.0,3,7,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,37605,0
800733,1687264324,EGLL,1687278123,,AIC128  ,1788,165,,,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,13799,0
4005bc,1687264110,EGLL,1687289268,KIAD,BAW7W   ,1132,111,1703.0,49.0,3,7,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,25158,0
710063,1687264003,EGLL,1687286378,OERK,SVA106  ,1486,134,9952.0,434.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,22375,0
a8e132,1687263863,EGLL,1687291379,KORD,UAL928  ,1244,89,4931.0,115.0,3,5,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,27516,0
78023d,1687263753,EGLL,1687305977,VHHH,CPA252  ,1412,127,2450.0,29.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,42224,0
3c65d1,1687263667,EGLL,1687267423,EDDF,DLH5U   ,634,119,3066.0,10.0,3,5,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,3756,0
ab436f,1687263544,EGLL,1687287724,KPHL,AAL737  ,1129,127,3932.0,18.0,3,12,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,24180,0
347453,1687263452,EGLL,1687270280,LEMD,IBE31ZZ ,1044,165,8353.0,99.0,3,2,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,6828,0
40624f,1687263277,EGLL,1687272700,LROP,BAW886Q ,1064,165,1961.0,49.0,3,2,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,9423,0
407131,1687263158,EGLL,1687293689,,VIR165  ,1938,142,,,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,30531,0
502d0f,1687263076,EGLL,1687266339,EDDL,EWG14NR ,665,142,499.0,16.0,3,4,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,3263,0
a9d640,1687262961,EGLL,1687294981,KTMB,AAL39   ,1566,142,6699.0,1155.0,3,11,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,32020,0
406a9c,1687262866,EGLL,1687302319,SBGL,BAW249  ,1707,157,4205.0,98.0,3,5,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,39453,0
46b826,1687262766,EGLL,1687274008,LGAV,AEE1SC  ,763,119,27376.0,1270.0,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,11242,0
406814,1687262614,EGLL,1687294957,KMIA,VIR117F ,1191,111,10620.0,439.0,3,9,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,32343,1
407462,1687262522,EGLL,1687271669,,BAW646  ,853,142,,,3,0,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,9147,0
400936,1687262478,EGLL,1687265546,EGPF,SHT6T   ,1075,134,10494.0,555.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,3068,0
c030f7,1687262419,EGLL,1687282979,CYHZ,ACA869  ,1376,157,11974.0,433.0,3,1,2023-06-20 12:00:00,2023-06-20 12:00:00,21.3,0.0,20.8,190.0,3.0,,100.0,20560,0
a8ec57,1687262299,EGLL,1687287466,KEWR,UAL17   ,1308,119,1049.0,58.0,3,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,25167,0
a1d8fd,1687262231,EGLL,1687299016,KSFO,UAL949  ,1325,149,1615.0,57.0,3,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,36785,0
aa6b9f,1687262163,EGLL,1687287762,KIAD,UAL919  ,1280,104,2719.0,64.0,3,6,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,25599,0
48415e,1687261980,EGLL,1687265069,EHAM,KLM1010 ,1811,134,5531.0,26.0,3,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,3089,0
40688a,1687261912,EGLL,1687264882,EGAC,SHT5P   ,946,104,1645.0,109.0,3,2,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2970,0
3c6542,1687261815,EGLL,1687266538,EDDM,DLH6YX  ,635,111,1664.0,11.0,3,4,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,4723,0
c01725,1687261713,EGLL,1687286487,CYYZ,ACA855  ,1576,172,1695.0,74.0,3,4,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,24774,0
7c806c,1687261645,EGLL,1687320345,YPPH,QFA10   ,1380,127,276.0,50.0,3,1,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,58700,0
aa9093,1687261586,EGLL,1687289253,KCLT,AAL733  ,1521,104,5058.0,229.0,3,6,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,27667,0
4ba9e7,1687261517,EGLL,1687272830,LTFM,THY31AJ ,1018,89,6001.0,289.0,3,2,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,11313,0
4cad7b,1687261442,EGLL,1687265660,EIDW,EIN159  ,633,127,1693.0,40.0,3,4,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,4218,1
40087c,1687261234,EGLL,1687264285,EGPH,SHT8R   ,972,127,327.0,19.0,3,1,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,3051,0
4076cd,1687261119,EGLL,1687275667,LCLK,BAW6CR  ,984,127,9568.0,454.0,3,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,14548,0
40792e,1687261066,EGLL,1687263415,EHAM,BAW3ET  ,709,157,5493.0,26.0,3,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2349,0
4076e4,1687261014,EGLL,1687268814,LIRF,BAW5PQ  ,945,134,3590.0,49.0,3,3,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,7800,0
76cd77,1687260890,EGLL,1687305777,WSSS,SIA317  ,2138,157,4537.0,122.0,2,4,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,44887,0
400877,1687260804,EGLL,1687263084,EGJJ,BAW1344 ,1228,180,53.0,22.0,2,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2280,0
406a02,1687260708,EGLL,1687272045,,BAW6VA  ,1281,165,,,2,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,11337,0
39e690,1687260578,EGLL,1687263193,LFPG,AFR79ZE ,758,127,5902.0,109.0,3,8,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2615,0
400a0e,1687260496,EGLL,1687262849,EBMB,BAW394  ,1076,180,763.0,53.0,2,3,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2353,0
4952c7,1687260438,EGLL,1687268788,LPAR,TAP67M  ,858,134,5615.0,568.0,3,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,8350,0
400935,1687260350,EGLL,1687264968,LSGG,BAW7GV  ,1393,165,652.0,18.0,2,3,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,4618,0
a2cb33,1687260233,EGLL,1687298166,KLAX,UAL230  ,1842,104,2847.0,91.0,2,7,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,37933,0
4009da,1687260151,EGLL,1687269711,LPFR,BAW506  ,1137,134,311.0,7.0,2,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,9560,1
407b8e,1687260046,EGLL,1687264679,LSZH,BAW714T ,1069,165,484.0,4.0,2,7,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,4633,0
abb007,1687259931,EGLL,1687285474,KDTW,DAL19   ,1218,89,4126.0,92.0,2,7,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,25543,0
407af5,1687259866,EGLL,1687291462,KAUS,BAW91C  ,1010,89,2024.0,40.0,2,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,31596,0
4009d9,1687259806,EGLL,1687267193,LIRF,BAW538  ,1136,157,3192.0,34.0,2,3,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,7387,0
407995,1687259689,EGLL,1687297454,KHHR,BAW21B  ,1932,172,3162.0,109.0,2,7,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,37765,0
a4c5d8,1687259610,EGLL,1687285176,KJFK,JBU20   ,2150,302,2958.0,18.0,2,1,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,25566,0
406e10,1687259490,EGLL,1687295852,KSFO,VIR19Z  ,1804,142,961.0,72.0,2,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,36362,0
407944,1687259393,EGLL,1687267856,,BAW65   ,1561,180,,,2,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,8463,0
ab6fbf,1687259331,EGLL,1687290675,KATL,DAL31   ,1532,127,2453.0,75.0,2,22,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,31344,0
4065de,1687259257,EGLL,1687268336,,BAW75   ,1930,142,,,2,0,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,9079,0
4008f1,1687259125,EGLL,1687264015,EDDB,BAW992G ,1088,195,4867.0,9.0,2,4,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,4890,0
406590,1687258942,EGLL,1687283014,KJFK,BAW173A ,1621,119,3139.0,34.0,2,1,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,24072,0
40615b,1687258862,EGLL,1687262784,EDDF,BAW904N ,795,157,1515.0,33.0,3,5,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,3922,0
400ceb,1687258818,EGLL,1687261554,LFPG,BAW308  ,1264,157,3558.0,154.0,2,8,2023-06-20 11:00:00,2023-06-20 11:00:00,21.9,0.0,21.0,175.0,3.0,,100.0,2736,0
4009c7,1687258767,EGLL,1687261376,EGCC,SHT2L   ,1535,180,4134.0,89.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,2609,0
406ae3,1687258702,EGLL,1687269974,LTFM,BAW676  ,1402,172,6357.0,304.0,2,2,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,11272,0
40097f,1687258629,EGLL,1687265655,ESSA,BAW778F ,1168,134,2570.0,34.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,7026,0
44cdcb,1687258575,EGLL,1687261194,EBMB,BEL1LH  ,1018,157,588.0,38.0,2,3,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,2619,0
4075fe,1687258504,EGLL,1687261429,EIDW,BAW834  ,1469,210,1936.0,71.0,2,4,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,2925,0
4d21db,1687258453,EGLL,1687268483,LMML,AMC101  ,1529,172,3769.0,38.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,10030,0
4ca293,1687258401,EGLL,1687262016,EIKN,EIN91W  ,947,142,794.0,48.0,3,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,3615,0
407371,1687258269,EGLL,1687286166,VIDP,VIR302  ,1391,96,5187.0,189.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,27897,0
344502,1687258205,EGLL,1687265132,LEMD,IBE31MA ,1307,111,12988.0,373.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,6927,0
400610,1687258110,EGLL,1687287776,TBPB,BAW255  ,1590,111,1114.0,13.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,29666,0
a9961b,1687258022,EGLL,1687295410,KHHR,AAL137  ,1470,111,3658.0,71.0,2,7,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,37388,0
400685,1687257873,EGLL,1687281832,KEWR,BAW185  ,1278,96,1317.0,74.0,2,5,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,23959,0
406832,1687257722,EGLL,1687288127,TBPB,VIR187Q ,1837,180,501.0,13.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,30405,0
407993,1687257639,EGLL,1687294656,KSFO,BAW11M  ,1304,96,552.0,72.0,2,5,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,37017,0
894098,1687257575,EGLL,1687278952,OBBI,GFA002  ,1398,119,20460.0,889.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,21377,0
4cad40,1687257506,EGLL,1687264324,ESSA,SAS526  ,1178,134,2473.0,41.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,6818,0
400981,1687257424,EGLL,1687267109,,BAW668R ,1051,149,,,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,9685,0
7100c8,1687257314,EGLL,1687278822,OERK,SVA110  ,1329,104,12086.0,495.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,21508,0
ab5c12,1687257254,EGLL,1687284231,KORD,AAL87   ,1684,127,5297.0,115.0,2,5,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,26977,0
a254da,1687257167,EGLL,1687288360,KDEN,UAL26   ,1535,111,5741.0,51.0,2,17,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,31193,0
400d5a,1687257095,EGLL,1687264206,LHBP,BAW68H  ,1230,149,1683.0,51.0,2,7,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,7111,0
4008e6,1687257024,EGLL,1687263916,EPKK,BAW12P  ,936,157,192.0,35.0,3,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,6892,0
40095d,1687256826,EGLL,1687263715,LEBL,BAW474K ,1098,157,1217.0,11.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,6889,1
400982,1687256750,EGLL,1687265656,,BAW654T ,1178,142,,,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,8906,0
ab4840,1687256597,EGLL,1687281198,KJFK,DAL2    ,1443,96,2427.0,11.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,24601,0
405bfb,1687256522,EGLL,1687280098,,BAW139  ,1599,104,,,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,23576,0
48af02,1687256433,EGLL,1687263469,EPWA,LOT282  ,1067,119,896.0,41.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,7036,0
3c65ca,1687256286,EGLL,1687260167,EDDF,DLH2H   ,814,157,3019.0,3.0,3,5,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,3881,0
40749a,1687256163,EGLL,1687302939,RJTT,BAW7    ,1457,149,4684.0,141.0,2,1,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,46776,0
407da5,1687256100,EGLL,1687286525,KATL,VIR103M ,1568,111,3062.0,83.0,2,20,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,30425,0
06a01c,1687256006,EGLL,1687279152,OTBD,QAF5    ,1087,134,3638.0,179.0,2,2,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,23146,0
40621d,1687255929,EGLL,1687282493,KORD,BAW2PD  ,1421,111,4649.0,84.0,2,5,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,26564,0
40097c,1687255867,EGLL,1687265142,LXGB,BAW4RE  ,1272,134,17586.0,521.0,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,9275,0
40097e,1687255756,EGLL,1687263447,,BAW536  ,1029,172,,,2,0,2023-06-20 10:00:00,2023-06-20 10:00:00,20.9,0.2,18.9,166.0,51.0,,100.0,7691,0
